Time CPU_Usage Hit_Miss Squid_Memory_Usage Request_Rate/(Min) Squid_Disk_Usage Cache_Memory_Usage Response_Time
22:58:55 0.01 HIT 687440 1.8 231 4492 1590
22:59:00 0.01 HIT 687440 1.8 231 4492 1549
22:59:05 0.01 HIT 687440 1.8 231 4492 1556
22:59:11 0.01 HIT 687440 1.8 231 4492 1583
22:59:16 0.01 HIT 687440 1.8 231 4492 1535
22:59:21 0.01 HIT 687440 1.8 231 4492 1592
22:59:26 0.01 HIT 687440 1.8 231 4492 1549
22:59:31 0.01 HIT 687440 1.8 231 4492 1546
22:59:36 0.01 HIT 687440 1.8 231 4492 1580
22:59:41 0.01 HIT 687440 1.8 231 4492 1564
22:59:46 0.01 HIT 687440 1.8 231 4492 1599
22:59:51 0.01 HIT 687440 1.8 231 4492 1578
22:59:56 0.01 HIT 687440 1.8 231 4492 1537
23:00:01 0.01 HIT 687440 1.8 231 4492 1599
23:00:06 0.01 HIT 687440 1.8 231 4492 1523
23:00:11 0.01 HIT 687440 1.8 231 4492 1560
23:00:16 0.01 HIT 687440 1.8 231 4492 1576
23:00:21 0.01 HIT 687440 1.8 231 4492 1544
23:00:27 0.01 HIT 687440 1.8 231 4492 1582
23:00:32 0.01 HIT 687440 1.8 231 4492 1585
23:00:37 0.01 HIT 687440 1.8 231 4492 1579
23:00:42 0.01 HIT 687440 1.8 231 4492 1590
23:00:47 0.01 HIT 687440 1.8 231 4492 1561
23:00:52 0.01 HIT 687440 1.8 231 4492 1583
23:00:57 0.01 HIT 687440 1.8 231 4492 1579
23:01:02 0.01 HIT 687440 1.8 231 4492 1589
23:01:07 0.01 HIT 687440 1.8 231 4492 1602
23:01:12 0.01 HIT 687440 1.8 231 4492 1570
23:01:17 0.01 HIT 687440 1.8 231 4492 1591
23:01:23 0.01 HIT 687440 1.8 231 4492 1601
23:01:28 0.01 HIT 687440 1.8 231 4492 1599
23:01:33 0.01 HIT 687440 1.8 231 4492 1544
23:01:38 0.01 HIT 687440 1.8 231 4492 1567
23:01:43 0.01 HIT 687440 1.8 231 4492 1568
23:01:48 0.01 HIT 687440 1.8 231 4492 1565
23:01:53 0.01 HIT 687440 1.8 231 4492 1592
23:01:58 0.01 HIT 687440 1.8 231 4492 1570
23:02:03 0.01 HIT 687440 1.9 231 4492 1567
23:02:08 0.01 HIT 687440 1.9 231 4492 1630
23:02:13 0.01 HIT 687440 1.9 231 4492 1530
23:02:18 0.01 HIT 687440 1.9 231 4492 1602
23:02:23 0.01 HIT 687440 1.9 231 4492 1566
23:02:29 0.01 HIT 687440 1.9 231 4492 1575
23:02:34 0.01 HIT 687440 1.9 231 4492 1623
23:02:39 0.01 HIT 687440 1.9 231 4492 1570
23:02:44 0.01 HIT 687440 1.9 231 4492 1598
23:02:49 0.01 HIT 687440 1.9 231 4492 1564
23:02:54 0.01 HIT 687440 1.9 231 4492 1613
23:02:59 0.01 HIT 687440 1.9 231 4492 1627
23:03:04 0.01 HIT 687440 1.9 231 4492 1581
23:03:09 0.01 HIT 687440 1.9 231 4492 1625
23:03:14 0.01 HIT 687440 1.9 231 4492 1575
23:03:19 0.01 HIT 687440 1.9 231 4492 1545
23:03:25 0.01 HIT 687440 1.9 231 4492 1586
23:03:30 0.01 HIT 687440 1.9 231 4492 1558
23:03:35 0.01 HIT 687440 1.9 231 4492 1609
23:03:40 0.01 HIT 687440 1.9 231 4492 1557
23:03:45 0.01 HIT 687440 1.9 231 4492 1613
23:03:50 0.01 HIT 687440 1.9 231 4492 1552
23:03:55 0.01 HIT 687440 1.9 231 4492 1566
23:04:00 0.01 HIT 687440 1.9 231 4492 1577
23:04:05 0.01 HIT 687440 1.9 231 4492 1549
23:04:10 0.01 HIT 687440 1.9 231 4492 1567
23:04:15 0.01 HIT 687440 1.9 231 4492 1576
23:04:20 0.01 HIT 687440 1.9 231 4492 1537
23:04:25 0.01 HIT 687440 1.9 231 4492 1628
